"","rodada","casa","placar","fora","ano"
"833","8","BAH","3 x 4","AME","2021"
"834","8","INT","1 x 2","PAL","2021"
"835","8","SAN","0 x 0","SPO","2021"
"836","8","COR","0 x 0","SAO","2021"
"837","8","JUV","2 x 0","GRE","2021"
"838","8","RED","0 x 0","CEA","2021"
"839","8","ATL","4 x 1","ATL","2021"
"840","8","CUI","0 x 2","FLA","2021"
"841","9","AME","2 x 0","SAN","2021"
"842","9","ATH","2 x 1","FOR","2021"
"843","9","COR","1 x 1","INT","2021"
"844","9","CHA","0 x 2","BAH","2021"
"845","9","SPO","0 x 1","PAL","2021"
"846","9","FLA","0 x 1","FLU","2021"
"847","9","SAO","1 x 2","RED","2021"
"848","9","CEA","2 x 0","JUV","2021"
"849","9","CUI","0 x 1","ATL","2021"
"850","9","GRE","0 x 1","ATL","2021"
"851","10","SAN","2 x 1","ATH","2021"
"852","10","RED","1 x 1","CUI","2021"
"853","10","BAH","1 x 0","JUV","2021"
"854","10","FOR","4 x 0","AME","2021"
"855","10","PAL","2 x 0","GRE","2021"
"856","10","ATL","2 x 1","FLA","2021"
"857","10","ATL","1 x 1","SPO","2021"
"858","10","FLU","0 x 0","CEA","2021"
"859","10","INT","0 x 2","SAO","2021"
"860","10","CHA","0 x 1","COR","2021"
"861","11","PAL","3 x 2","SAN","2021"
"862","11","GRE","0 x 0","INT","2021"
"863","11","ATH","2 x 2","RED","2021"
"864","11","SAO","1 x 0","BAH","2021"
"865","11","AME","0 x 1","ATL","2021"
"866","11","SPO","1 x 2","FLU","2021"
"867","11","JUV","1 x 1","ATL","2021"
"868","11","FLA","2 x 1","CHA","2021"
"869","11","CUI","2 x 2","CEA","2021"
"870","11","FOR","1 x 0","COR","2021"
"871","12","CEA","1 x 0","ATH","2021"
"872","12","SAO","0 x 1","FOR","2021"
"873","12","COR","1 x 2","ATL","2021"
"874","12","FLU","0 x 1","GRE","2021"
"875","12","CHA","2 x 3","CUI","2021"
"876","12","ATL","0 x 3","PAL","2021"
"877","12","BAH","0 x 5","FLA","2021"
"878","12","INT","1 x 0","JUV","2021"
"879","12","RED","2 x 2","SAN","2021"
"880","12","AME","0 x 1","SPO","2021"
"881","13","GRE","1 x 1","AME","2021"
"882","13","PAL","1 x 0","FLU","2021"
"883","13","ATL","3 x 0","BAH","2021"
"884","13","FOR","1 x 0","RED","2021"
"885","13","FLA","5 x 1","SAO","2021"
"886","13","ATH","2 x 1","INT","2021"
"887","13","SAN","0 x 1","ATL","2021"
"888","13","SPO","0 x 0","CEA","2021"
"889","13","JUV","1 x 0","CHA","2021"
"890","13","CUI","1 x 2","COR","2021"
"891","14","SAO","0 x 0","PAL","2021"
"892","14","INT","0 x 0","CUI","2021"
"893","14","RED","1 x 0","GRE","2021"
"894","14","COR","1 x 3","FLA","2021"
"895","14","ATL","2 x 0","ATH","2021"
"896","14","CHA","0 x 1","SAN","2021"
"897","14","BAH","0 x 1","SPO","2021"
"898","14","ATL","1 x 1","AME","2021"
"899","14","CEA","3 x 1","FOR","2021"
"900","14","FLU","1 x 1","JUV","2021"
"901","15","SPO","0 x 0","RED","2021"
"902","15","ATH","1 x 2","SAO","2021"
"903","15","PAL","2 x 3","FOR","2021"
"904","15","CUI","1 x 1","BAH","2021"
"905","15","AME","1 x 0","FLU","2021"
"906","15","JUV","1 x 2","ATL","2021"
"907","15","SAN","0 x 0","COR","2021"
"908","15","FLA","0 x 4","INT","2021"
"909","15","CEA","0 x 0","ATL","2021"
"910","15","GRE","2 x 1","CHA","2021"
"911","16","RED","1 x 2","JUV","2021"
"912","16","ATL","2 x 0","PAL","2021"
"913","16","SAO","2 x 1","GRE","2021"
"914","16","FLA","2 x 0","SPO","2021"
"915","16","COR","3 x 1","CEA","2021"
"916","16","FOR","1 x 1","SAN","2021"
"917","16","BAH","1 x 2","ATL","2021"
"918","16","CUI","1 x 0","ATH","2021"
"919","16","INT","4 x 2","FLU","2021"
"920","16","CHA","1 x 1","AME","2021"
"921","17","ATL","1 x 1","CHA","2021"
"922","17","GRE","2 x 0","BAH","2021"
"923","17","JUV","1 x 1","FOR","2021"
"924","17","PAL","0 x 2","CUI","2021"
"925","17","CEA","1 x 1","FLA","2021"
"926","17","ATH","0 x 1","COR","2021"
"927","17","SAN","2 x 2","INT","2021"
"928","17","SPO","0 x 1","SAO","2021"
"929","17","AME","0 x 2","RED","2021"
"930","17","FLU","1 x 1","ATL","2021"
"931","18","SPO","0 x 0","CHA","2021"
"932","18","SAN","0 x 4","FLA","2021"
"933","18","GRE","0 x 1","COR","2021"
"934","18","PAL","2 x 1","ATH","2021"
"935","18","AME","2 x 0","CEA","2021"
"936","18","JUV","1 x 1","SAO","2021"
"937","18","ATL","0 x 0","INT","2021"
"938","18","RED","1 x 1","ATL","2021"
"939","18","FLU","2 x 0","BAH","2021"
"940","18","FOR","0 x 0","CUI","2021"
"941","19","BAH","4 x 2","FOR","2021"
"942","19","CUI","2 x 1","SAN","2021"
"943","19","ATH","0 x 0","SPO","2021"
"944","19","COR","1 x 1","JUV","2021"
"945","19","CHA","1 x 2","FLU","2021"
"946","19","SAO","0 x 0","AME","2021"
"947","19","CEA","1 x 2","PAL","2021"
"948","19","INT","1 x 1","RED","2021"
"949","19","ATL","2 x 1","GRE","2021"
"950","19","FLA","2 x 0","ATL","2021"
"951","20","AME","2 x 0","ATH","2021"
"952","20","JUV","1 x 2","CUI","2021"
"953","20","RED","1 x 2","CHA","2021"
"954","20","SAN","0 x 0","BAH","2021"
"955","20","GRE","2 x 0","CEA","2021"
"956","20","FOR","0 x 2","ATL","2021"
"957","20","PAL","1 x 3","FLA","2021"
"958","20","ATL","1 x 1","COR","2021"
"959","20","FLU","2 x 1","SAO","2021"
"960","20","SPO","0 x 1","INT","2021"
"961","21","CHA","0 x 2","PAL","2021"
"962","21","ATH","2 x 1","JUV","2021"
"963","21","ATL","3 x 0","SPO","2021"
"964","21","BAH","1 x 1","RED","2021"
"965","21","CEA","0 x 0","SAN","2021"
"966","21","INT","1 x 0","FOR","2021"
"967","21","SAO","2 x 1","ATL","2021"
"968","21","COR","1 x 1","AME","2021"
"969","21","FLA","0 x 1","GRE","2021"
"970","21","CUI","2 x 2","FLU","2021"
"971","22","CEA","1 x 0","CHA","2021"
"972","22","COR","2 x 1","PAL","2021"
"973","22","SAO","0 x 0","ATL","2021"
"974","22","AME","1 x 1","FLA","2021"
"975","22","JUV","3 x 0","SAN","2021"
"976","22","FLU","2 x 1","RED","2021"
"977","22","INT","2 x 0","BAH","2021"
"978","22","ATH","4 x 2","GRE","2021"
"979","22","SPO","0 x 1","FOR","2021"
"980","22","ATL","0 x 0","CUI","2021"
"981","23","CUI","0 x 2","AME","2021"
"982","23","FOR","0 x 3","ATL","2021"
"983","23","RED","2 x 2","COR","2021"
"984","23","ATL","1 x 0","INT","2021"
"985","23","CHA","1 x 1","SAO","2021"
"986","23","FLA","3 x 0","ATH","2021"
"987","23","PAL","1 x 1","JUV","2021"
"988","23","GRE","1 x 2","SPO","2021"
"989","23","BAH","1 x 1","CEA","2021"
"990","23","SAN","2 x 0","FLU","2021"
"991","24","COR","3 x 1","BAH","2021"
"992","24","CEA","0 x 0","INT","2021"
"993","24","SPO","3 x 1","JUV","2021"
"994","24","ATL","0 x 2","ATH","2021"
"995","24","CHA","2 x 2","ATL","2021"
"996","24","RED","1 x 1","FLA","2021"
"997","24","AME","2 x 1","PAL","2021"
"998","24","FLU","0 x 2","FOR","2021"
"999","24","GRE","2 x 2","CUI","2021"
"1000","24","SAO","1 x 1","SAN","2021"
"1001","25","FLU","0 x 0","ATL","2021"
"1002","25","SPO","1 x 0","COR","2021"
"1003","25","ATL","3 x 1","CEA","2021"
"1004","25","ATH","0 x 2","BAH","2021"
"1005","25","FOR","0 x 3","FLA","2021"
"1006","25","PAL","2 x 4","RED","2021"
"1007","25","JUV","1 x 1","AME","2021"
"1008","25","INT","5 x 2","CHA","2021"
"1009","25","SAN","1 x 0","GRE","2021"
"1010","25","CUI","0 x 0","SAO","2021"
"1011","26","RED","1 x 0","ATL","2021"
"1012","26","BAH","0 x 0","PAL","2021"
"1013","26","CHA","1 x 1","ATH","2021"
"1014","26","FLA","3 x 1","JUV","2021"
"1015","26","ATL","3 x 1","SAN","2021"
"1016","26","FOR","1 x 0","GRE","2021"
"1017","26","COR","1 x 0","FLU","2021"
"1018","26","INT","3 x 1","AME","2021"
"1019","26","CUI","1 x 0","SPO","2021"
"1020","26","SAO","1 x 1","CEA","2021"
"1021","27","CHA","1 x 2","FOR","2021"
"1022","27","AME","0 x 0","BAH","2021"
"1023","27","PAL","1 x 0","INT","2021"
"1024","27","ATH","0 x 1","FLU","2021"
"1025","27","GRE","3 x 2","JUV","2021"
"1026","27","ATL","2 x 1","ATL","2021"
"1027","27","CEA","2 x 2","RED","2021"
"1028","27","SPO","0 x 0","SAN","2021"
"1029","27","FLA","0 x 0","CUI","2021"
"1030","27","SAO","1 x 0","COR","2021"
"1031","28","SAN","0 x 2","AME","2021"
"1032","28","JUV","0 x 0","CEA","2021"
"1033","28","FLU","3 x 1","FLA","2021"
"1034","28","FOR","3 x 0","ATH","2021"
"1035","28","ATL","2 x 1","CUI","2021"
"1036","28","INT","2 x 2","COR","2021"
"1037","28","RED","1 x 0","SAO","2021"
"1038","28","BAH","3 x 0","CHA","2021"
"1039","28","ATL","2 x 0","GRE","2021"
"1040","28","PAL","2 x 1","SPO","2021"
"1041","29","ATH","0 x 1","SAN","2021"
"1042","29","FLA","1 x 0","ATL","2021"
"1043","29","JUV","0 x 0","BAH","2021"
"1044","29","AME","2 x 1","FOR","2021"
"1045","29","CEA","1 x 0","FLU","2021"
"1046","29","GRE","1 x 3","PAL","2021"
"1047","29","SAO","1 x 0","INT","2021"
"1048","29","SPO","2 x 0","ATL","2021"
"1049","29","CUI","1 x 0","RED","2021"
"1050","29","COR","1 x 0","CHA","2021"
"1051","30","COR","1 x 0","FOR","2021"
"1052","30","INT","1 x 0","GRE","2021"
"1053","30","FLU","1 x 0","SPO","2021"
"1054","30","SAN","0 x 2","PAL","2021"
"1055","30","ATL","1 x 0","AME","2021"
"1056","30","RED","0 x 2","ATH","2021"
"1057","30","BAH","1 x 0","SAO","2021"
"1058","30","CEA","1 x 0","CUI","2021"
"1059","30","CHA","2 x 2","FLA","2021"
"1060","30","ATL","1 x 1","JUV","2021"
"1061","31","CUI","0 x 0","CHA","2021"
"1062","31","GRE","1 x 0","FLU","2021"
"1063","31","ATH","2 x 1","CEA","2021"
"1064","31","SAN","2 x 0","RED","2021"
"1065","31","ATL","3 x 0","COR","2021"
"1066","31","PAL","4 x 0","ATL","2021"
"1067","31","FOR","1 x 1","SAO","2021"
"1068","31","SPO","2 x 3","AME","2021"
"1069","31","JUV","2 x 1","INT","2021"
"1070","31","FLA","3 x 0","BAH","2021"
"1071","32","ATL","0 x 0","SAN","2021"
"1072","32","AME","3 x 1","GRE","2021"
"1073","32","INT","2 x 1","ATH","2021"
"1074","32","RED","3 x 0","FOR","2021"
"1075","32","COR","3 x 2","CUI","2021"
"1076","32","SAO","0 x 4","FLA","2021"
"1077","32","FLU","2 x 1","PAL","2021"
"1078","32","CEA","2 x 1","SPO","2021"
"1079","32","CHA","0 x 2","JUV","2021"
"1080","32","BAH","2 x 3","ATL","2021"
"1081","33","ATH","0 x 1","ATL","2021"
"1082","33","GRE","3 x 0","RED","2021"
"1083","33","CUI","1 x 0","INT","2021"
"1084","33","SAN","2 x 0","CHA","2021"
"1085","33","AME","0 x 0","ATL","2021"
"1086","33","FOR","0 x 4","CEA","2021"
"1087","33","PAL","0 x 2","SAO","2021"
"1088","33","JUV","1 x 0","FLU","2021"
"1089","33","FLA","1 x 0","COR","2021"
"1090","33","SPO","1 x 0","BAH","2021"
"1091","34","RED","3 x 0","SPO","2021"
"1092","34","ATL","2 x 0","JUV","2021"
"1093","34","FOR","1 x 0","PAL","2021"
"1094","34","CHA","1 x 3","GRE","2021"
"1095","34","ATL","1 x 1","CEA","2021"
"1096","34","INT","1 x 2","FLA","2021"
"1097","34","COR","2 x 0","SAN","2021"
"1098","34","FLU","2 x 0","AME","2021"
"1099","34","BAH","0 x 0","CUI","2021"
"1100","34","SAO","0 x 0","ATH","2021"
"1101","35","PAL","2 x 2","ATL","2021"
"1102","35","FLU","1 x 0","INT","2021"
"1103","35","SAN","2 x 0","FOR","2021"
"1104","35","CEA","2 x 1","COR","2021"
"1105","35","ATL","2 x 1","BAH","2021"
"1106","35","JUV","1 x 0","RED","2021"
"1107","35","AME","3 x 0","CHA","2021"
"1108","35","GRE","3 x 0","SAO","2021"
"1109","35","ATH","1 x 0","CUI","2021"
"1110","35","SPO","1 x 1","FLA","2021"
"1111","36","BAH","3 x 1","GRE","2021"
"1112","36","RED","1 x 1","AME","2021"
"1113","36","SAO","2 x 0","SPO","2021"
"1114","36","COR","1 x 0","ATH","2021"
"1115","36","ATL","2 x 1","FLU","2021"
"1116","36","INT","1 x 1","SAN","2021"
"1117","36","FLA","2 x 1","CEA","2021"
"1118","36","CUI","1 x 3","PAL","2021"
"1119","36","CHA","0 x 1","ATL","2021"
"1120","36","FOR","1 x 0","JUV","2021"
"1121","37","COR","1 x 1","GRE","2021"
"1122","37","ATL","4 x 3","RED","2021"
"1123","37","BAH","2 x 0","FLU","2021"
"1124","37","CEA","0 x 0","AME","2021"
"1125","37","ATH","0 x 0","PAL","2021"
"1126","37","SAO","3 x 1","JUV","2021"
"1127","37","CUI","1 x 0","FOR","2021"
"1128","37","FLA","0 x 1","SAN","2021"
"1129","37","INT","1 x 2","ATL","2021"
"1130","37","CHA","0 x 1","SPO","2021"
"1131","38","FLU",NA,"CHA","2021"
"1132","38","PAL",NA,"CEA","2021"
"1133","38","SAN",NA,"CUI","2021"
"1134","38","AME",NA,"SAO","2021"
"1135","38","GRE",NA,"ATL","2021"
"1136","38","FOR",NA,"BAH","2021"
"1137","38","SPO",NA,"ATH","2021"
"1138","38","RED",NA,"INT","2021"
"1139","38","JUV",NA,"COR","2021"
"1140","38","ATL",NA,"FLA","2021"
